4.1599e-06	1.0921e-08
4.7343e-06	8.7881e-09
3.1476e-06	1.0038e-08
4.2975e-06	9.0745e-09
4.0695e-06	8.5699e-09
3.4571e-06	9.9237e-09
3.7732e-06	9.4109e-09
4.0793e-06	1.027e-08
5.6123e-06	9.3086e-09
5.1901e-06	1.018e-08
3.4426e-06	1.0696e-08
5.3258e-06	8.8579e-09
4.239e-06	1.0334e-08
3.9164e-06	1.123e-08
4.2345e-06	1.0828e-08
3.8609e-06	1.0814e-08
3.8924e-06	7.4887e-09
4.5753e-06	8.9086e-09
4.5387e-06	1.0354e-08
4.5424e-06	9.2861e-09
4.2162e-06	9.7959e-09
3.4918e-06	1.1344e-08
4.2355e-06	8.908e-09
4.6396e-06	1.0132e-08
4.1396e-06	9.9203e-09
4.3723e-06	9.926e-09
4.2396e-06	9.5977e-09
3.8229e-06	9.5337e-09
4.0594e-06	1.0156e-08
3.6417e-06	1.0322e-08
4.3088e-06	9.0881e-09
3.5129e-06	1.1011e-08
3.5405e-06	8.697e-09
3.6336e-06	9.3053e-09
2.9467e-06	1.1108e-08
4.552e-06	9.3345e-09
4.0722e-06	1.0304e-08
3.6535e-06	1.167e-08
4.5212e-06	1.0846e-08
3.3213e-06	1.3404e-08
3.901e-06	1.0581e-08
3.8468e-06	8.9718e-09
4.0697e-06	9.7701e-09
4.0671e-06	1.0132e-08
3.6135e-06	9.7624e-09
3.9294e-06	9.557e-09
3.8765e-06	1.1288e-08
4.1977e-06	9.7187e-09
4.398e-06	1.0703e-08
4.405e-06	1.1722e-08
3.6139e-06	9.6971e-09
3.972e-06	1.0699e-08
3.4895e-06	9.0484e-09
3.5247e-06	8.315e-09
3.9385e-06	1.0454e-08
4.5949e-06	1.0606e-08
3.6481e-06	1.1003e-08
4.0911e-06	8.6056e-09
3.8529e-06	1.2399e-08
4.4086e-06	9.2956e-09
3.5334e-06	9.069e-09
3.9542e-06	9.5775e-09
4.1662e-06	9.9743e-09
4.4012e-06	9.9338e-09
4.6001e-06	1.061e-08
3.9754e-06	1.246e-08
3.3945e-06	1.0418e-08
3.6581e-06	1.1665e-08
3.5431e-06	1.1438e-08
4.9817e-06	1.0603e-08
3.7049e-06	1.1401e-08
4.2487e-06	9.5537e-09
3.8658e-06	1.0433e-08
4.3089e-06	8.9811e-09
3.6499e-06	9.8587e-09
3.4247e-06	9.7802e-09
3.4179e-06	1.1497e-08
4.1393e-06	8.7797e-09
3.8716e-06	1.2056e-08
3.8644e-06	1.089e-08
4.5433e-06	9.7756e-09
4.0584e-06	9.36e-09
4.0204e-06	9.0351e-09
4.6201e-06	1.112e-08
3.6354e-06	1.0588e-08
4.2268e-06	1.0863e-08
4.2858e-06	9.0991e-09
3.8459e-06	8.4938e-09
4.0276e-06	1.1593e-08
3.5064e-06	1.0161e-08
3.5126e-06	9.1155e-09
3.983e-06	1.0527e-08
4.2377e-06	1.0074e-08
5.0978e-06	1.3011e-08
3.6859e-06	1.0714e-08
4.0161e-06	9.2958e-09
3.9087e-06	1.0642e-08
3.2496e-06	1.0629e-08
3.7712e-06	9.3305e-09
3.2942e-06	8.2468e-09
4.2881e-06	9.3241e-09
3.6051e-06	1.028e-08
3.9811e-06	9.1663e-09
3.7314e-06	9.8575e-09
4.0633e-06	1.0353e-08
3.7106e-06	9.0444e-09
4.1401e-06	9.1671e-09
4.2449e-06	9.5168e-09
4.6774e-06	8.5078e-09
3.8651e-06	8.9122e-09
3.1848e-06	1.0304e-08
3.6226e-06	1.0055e-08
4.5142e-06	9.7599e-09
3.5393e-06	1.0867e-08
4.3402e-06	1.1863e-08
3.9907e-06	1.0892e-08
4.5512e-06	9.1008e-09
3.2407e-06	1.1005e-08
3.8637e-06	9.7453e-09
3.4917e-06	1.0921e-08
5.2606e-06	8.879e-09
4.2816e-06	9.9357e-09
4.5251e-06	1.3229e-08
3.5443e-06	9.1796e-09
3.76e-06	1.0215e-08
3.8348e-06	8.762e-09
4.4002e-06	1.0012e-08
3.8327e-06	1.1309e-08
4.2289e-06	8.9264e-09
3.2119e-06	9.2925e-09
3.8036e-06	1.1017e-08
3.6285e-06	1.0867e-08
3.3658e-06	9.6619e-09
4.1476e-06	8.7991e-09
4.0545e-06	9.289e-09
3.9545e-06	9.5381e-09
3.4482e-06	1.1702e-08
4.413e-06	1.0079e-08
4.0824e-06	1.0774e-08
3.8246e-06	9.0126e-09
3.9503e-06	9.7829e-09
3.8388e-06	1.2328e-08
3.3086e-06	1.2592e-08
3.8297e-06	9.705e-09
3.6256e-06	8.0195e-09
3.5724e-06	8.9343e-09
3.5097e-06	8.3995e-09
3.7355e-06	9.7771e-09
3.2274e-06	1.1007e-08
4.3416e-06	8.9476e-09
4.1526e-06	1.1327e-08
3.9333e-06	1.1292e-08
3.9275e-06	1.0972e-08
3.6377e-06	1.097e-08
4.3653e-06	1.0948e-08
3.8888e-06	9.3573e-09
3.6683e-06	1.0581e-08
4.5127e-06	1.1068e-08
3.8532e-06	9.6781e-09
3.7148e-06	1.1193e-08
3.8266e-06	9.3813e-09
3.6196e-06	1.1144e-08
3.5224e-06	1.0403e-08
5.0682e-06	9.3802e-09
4.6513e-06	8.9275e-09
4.0649e-06	9.9144e-09
3.4746e-06	1.0092e-08
3.6133e-06	1.078e-08
3.8719e-06	1.0445e-08
4.2671e-06	1.2317e-08
3.4488e-06	1.0352e-08
3.1259e-06	1.0112e-08
3.4088e-06	1.1306e-08
4.0756e-06	1.0016e-08
4.0993e-06	1.156e-08
4.1242e-06	1.1455e-08
3.89e-06	9.1194e-09
4.0147e-06	8.3275e-09
3.7571e-06	9.997e-09
4.2974e-06	1.133e-08
3.4386e-06	1.0281e-08
4.1256e-06	9.5997e-09
3.6193e-06	8.622e-09
3.8108e-06	1.0805e-08
4.1663e-06	9.1601e-09
4.3742e-06	9.8309e-09
3.5233e-06	9.9553e-09
4.4721e-06	8.6717e-09
4.2114e-06	9.5558e-09
3.9145e-06	1.0866e-08
3.8647e-06	9.8732e-09
3.856e-06	8.8459e-09
3.823e-06	9.289e-09
3.9504e-06	1.1763e-08
3.9616e-06	1.1677e-08
4.282e-06	9.4685e-09
4.5923e-06	1.0221e-08
4.1305e-06	9.0243e-09
3.8591e-06	9.9044e-09
4.1966e-06	8.9962e-09
4.0145e-06	1.2566e-08
3.5544e-06	9.4566e-09
4.3351e-06	9.3921e-09
4.0647e-06	1.0188e-08
3.9952e-06	9.7657e-09
4.1506e-06	8.2915e-09
4.0461e-06	8.7034e-09
3.5859e-06	1.0789e-08
3.8775e-06	9.9575e-09
3.8838e-06	9.8643e-09
3.7361e-06	8.237e-09
4.6636e-06	1.2385e-08
3.6096e-06	1.1918e-08
3.7542e-06	9.3174e-09
3.6693e-06	9.0067e-09
3.5034e-06	8.2935e-09
3.8658e-06	1.2312e-08
3.8342e-06	1.0792e-08
4.5937e-06	1.0235e-08
3.8438e-06	1.0223e-08
3.5421e-06	9.0628e-09
4.6273e-06	8.914e-09
4.4605e-06	9.5042e-09
3.8513e-06	1.0412e-08
3.3896e-06	1.0727e-08
3.769e-06	1.106e-08
3.88e-06	1.0655e-08
4.0521e-06	1.0043e-08
3.8392e-06	1.1128e-08
4.1208e-06	1.0271e-08
4.0995e-06	9.7782e-09
3.4768e-06	9.7244e-09
3.5836e-06	9.169e-09
3.6586e-06	1.0904e-08
3.7452e-06	1.0217e-08
3.8163e-06	1.3442e-08
3.9462e-06	1.045e-08
2.9231e-06	1.2172e-08
3.7644e-06	1.016e-08
4.464e-06	9.3048e-09
3.5413e-06	1.0416e-08
4.3284e-06	1.0864e-08
4.0824e-06	1.1337e-08
3.9298e-06	7.9142e-09
4.0142e-06	1.025e-08
3.3698e-06	1.0374e-08
3.9079e-06	1.0052e-08
4.6275e-06	1.0782e-08
3.9804e-06	1.0033e-08
3.9577e-06	1.0152e-08
3.6611e-06	1.0129e-08
3.9291e-06	8.4512e-09
4.0344e-06	9.5914e-09
4.1137e-06	1.0053e-08
3.7963e-06	1.2217e-08
3.8487e-06	1.0001e-08
4.824e-06	1.0116e-08
3.1477e-06	8.9369e-09
4.9228e-06	1.1515e-08
4.0772e-06	1.0584e-08
4.3572e-06	1.062e-08
3.3369e-06	1.0117e-08
3.7144e-06	1.0581e-08
3.8326e-06	1.1356e-08
4.1122e-06	1.0312e-08
3.3349e-06	9.7401e-09
4.1325e-06	1.0173e-08
3.49e-06	1.002e-08
3.9676e-06	9.5921e-09
4.2081e-06	1.0961e-08
4.0729e-06	8.8858e-09
4.3933e-06	8.2957e-09
4.3598e-06	1.0227e-08
3.6918e-06	1.0488e-08
4.0444e-06	1.1987e-08
3.5848e-06	1.2684e-08
3.4523e-06	1.0162e-08
4.3245e-06	9.9865e-09
3.9413e-06	8.1196e-09
3.9196e-06	1.0506e-08
4.3186e-06	1.1568e-08
4.1838e-06	1.1697e-08
4.0824e-06	9.7084e-09
4.4674e-06	1.1826e-08
4.3267e-06	1.0693e-08
4.0374e-06	1.0014e-08
3.6772e-06	1.0973e-08
3.6916e-06	8.5485e-09
4.4416e-06	1.0902e-08
3.3542e-06	9.811e-09
3.9316e-06	1.0689e-08
3.2445e-06	1.147e-08
4.3661e-06	1.0096e-08
4.2973e-06	8.8716e-09
3.9417e-06	9.2386e-09
3.9133e-06	1.0351e-08
3.0788e-06	9.1276e-09
4.1781e-06	9.6641e-09
